timestamp,lot_id,recipe_id,temperature_c
2026-08-03 09:00:00,LOT_A,RCP_01,65.09141512392632
2026-08-03 09:00:01,LOT_A,RCP_01,64.68800476812785
2026-08-03 09:00:02,LOT_A,RCP_01,65.22513535874194
2026-08-03 09:00:03,LOT_A,RCP_01,65.28216941491736
2026-08-03 09:00:04,LOT_A,RCP_01,64.41468944340384
2026-08-03 09:00:05,LOT_A,RCP_01,64.60934614794131
2026-08-03 09:00:06,LOT_A,RCP_01,65.03835212095018
2026-08-03 09:00:07,LOT_A,RCP_01,64.90512722229693
2026-08-03 09:00:08,LOT_A,RCP_01,64.99495965274872
2026-08-03 09:00:09,LOT_A,RCP_01,64.74408682172793
2026-08-03 09:00:10,LOT_A,RCP_01,65.26381939245884
2026-08-03 09:00:11,LOT_A,RCP_01,65.23333758062869
2026-08-03 09:00:12,LOT_A,RCP_01,65.01980920926836
2026-08-03 09:00:13,LOT_A,RCP_01,65.3381723620904
2026-08-03 09:00:14,LOT_A,RCP_01,65.14025280267562
2026-08-03 09:00:15,LOT_A,RCP_01,64.74221226113502
2026-08-03 09:00:16,LOT_A,RCP_01,65.11062523522475
2026-08-03 09:00:17,LOT_A,RCP_01,64.7123352197513
2026-08-03 09:00:18,LOT_A,RCP_01,65.26353509039218
2026-08-03 09:00:19,LOT_A,RCP_01,64.98502222670412
2026-08-03 09:00:20,LOT_A,RCP_01,64.94454129093643
2026-08-03 09:00:21,LOT_A,RCP_01,64.79572113667882
2026-08-03 09:00:22,LOT_A,RCP_01,65.36676240160222
2026-08-03 09:00:23,LOT_A,RCP_01,64.95364115537936
2026-08-03 09:00:24,LOT_A,RCP_01,64.87150165335107
2026-08-03 09:00:25,LOT_A,RCP_01,64.89435993485353
2026-08-03 09:00:26,LOT_A,RCP_01,65.159692755666
2026-08-03 09:00:27,LOT_A,RCP_01,65.10963321930922
2026-08-03 09:00:28,LOT_A,RCP_01,65.1238197834788
2026-08-03 09:00:29,LOT_A,RCP_01,65.12924630090237
2026-08-03 09:00:30,LOT_A,RCP_01,65.64249428026113
2026-08-03 09:00:31,LOT_A,RCP_01,64.87807549508462
2026-08-03 09:00:32,LOT_A,RCP_01,64.84632718127854
2026-08-03 09:00:33,LOT_A,RCP_01,64.75586818152564
2026-08-03 09:00:34,LOT_A,RCP_01,65.18479382677265
2026-08-03 09:00:35,LOT_A,RCP_01,65.33869168781627
2026-08-03 09:00:36,LOT_A,RCP_01,64.96581576270354
2026-08-03 09:00:37,LOT_A,RCP_01,64.74795305691124
2026-08-03 09:00:38,LOT_A,RCP_01,64.75265563529263
2026-08-03 09:00:39,LOT_A,RCP_01,65.19517783634741
2026-08-03 09:00:40,LOT_A,RCP_01,65.22297625136103
2026-08-03 09:00:41,LOT_A,RCP_01,65.16294628049155
2026-08-03 09:00:42,LOT_A,RCP_01,64.80034708781339
2026-08-03 09:00:43,LOT_A,RCP_01,65.06964839692002
2026-08-03 09:00:44,LOT_A,RCP_01,65.03500574274221
2026-08-03 09:00:45,LOT_A,RCP_01,65.0656065790187
2026-08-03 09:00:46,LOT_A,RCP_01,65.26142863338445
2026-08-03 09:00:47,LOT_A,RCP_01,65.0670786646324
2026-08-03 09:00:48,LOT_A,RCP_01,65.20367406892157
2026-08-03 09:00:49,LOT_A,RCP_01,65.02027372084667
2026-08-03 09:00:50,LOT_A,RCP_01,65.086735819607
2026-08-03 09:00:51,LOT_A,RCP_01,65.18938646775156
2026-08-03 09:00:52,LOT_A,RCP_01,64.5628532540433
2026-08-03 09:00:53,LOT_A,RCP_01,64.90409863509281
2026-08-03 09:00:54,LOT_A,RCP_01,64.85888820371216
2026-08-03 09:00:55,LOT_A,RCP_01,64.80833664552699
2026-08-03 09:00:56,LOT_A,RCP_01,64.917457324632
2026-08-03 09:00:57,LOT_A,RCP_01,65.44848239337031
2026-08-03 09:00:58,LOT_A,RCP_01,64.74025066529202
2026-08-03 09:00:59,LOT_A,RCP_01,65.29048350637744
2026-08-03 09:01:00,LOT_A,RCP_01,64.49513906851526
2026-08-03 09:01:01,LOT_A,RCP_01,64.89953449100427
2026-08-03 09:01:02,LOT_A,RCP_01,65.0488259195315
2026-08-03 09:01:03,LOT_A,RCP_01,65.17586669940778
2026-08-03 09:01:04,LOT_A,RCP_01,65.21336797393786
2026-08-03 09:01:05,LOT_A,RCP_01,65.23800417055998
2026-08-03 09:01:06,LOT_A,RCP_01,64.89538247832547
2026-08-03 09:01:07,LOT_A,RCP_01,64.86129446220063
2026-08-03 09:01:08,LOT_A,RCP_01,65.25739276437714
2026-08-03 09:01:09,LOT_A,RCP_01,64.94260870253551
2026-08-03 09:01:10,LOT_A,RCP_01,64.61729410299863
2026-08-03 09:01:11,LOT_A,RCP_01,64.66001383579895
2026-08-03 09:01:12,LOT_A,RCP_01,64.72416431419951
2026-08-03 09:01:13,LOT_A,RCP_01,65.14914822321613
2026-08-03 09:01:14,LOT_A,RCP_01,65.04272772082118
2026-08-03 09:01:15,LOT_A,RCP_01,65.20714560622034
2026-08-03 09:01:16,LOT_A,RCP_01,64.87182420609903
2026-08-03 09:01:17,LOT_A,RCP_01,65.04756190732301
2026-08-03 09:01:18,LOT_A,RCP_01,65.1876771181902
2026-08-03 09:01:19,LOT_A,RCP_01,64.90719603808392
2026-08-03 09:01:20,LOT_A,RCP_01,65.13703257126723
2026-08-03 09:01:21,LOT_A,RCP_01,64.80142221768
2026-08-03 09:01:22,LOT_A,RCP_01,64.89108384603048
2026-08-03 09:01:23,LOT_A,RCP_01,64.8854786318005
2026-08-03 09:01:24,LOT_A,RCP_01,64.64124810632329
