time_s,speed_mps,accel_mps2,steering_deg,yaw_rate_rps,front_distance_m,ttc_s,throttle_pct,brake_pct,motor_current_a,battery_voltage_v,event_label
25.0,13.840135780988822,2.35997648406846,1.6300971770116837,0.0334977478311645,26.047938334941964,1.8820580048587456,84.62560219509584,0.0,8.278837623642897,12.340769664992909,HARD_ACCEL
25.1,13.857494744812955,2.3757995402140084,2.0852652987051745,0.0376263574141831,26.09208149290426,1.8828859020618336,85.04548114808836,0.0,8.439434576323974,12.38467280899363,HARD_ACCEL
25.200000000000003,13.87394432925357,2.1584249250724263,-0.2621789525770301,-0.0491370717115419,26.79989608536774,1.931671012176362,79.63414518776565,0.0,8.340767888648056,12.344092899475484,HARD_ACCEL
25.3,13.889467438344294,2.5047403925543343,2.1869164247546093,0.046443249780299,27.09414660465271,1.950697298145111,88.31376422754036,0.0,8.225790883301045,12.375725218421504,HARD_ACCEL
25.4,13.904047618307212,2.3679055408879925,0.6702128328166267,0.0196754805623118,23.391191530164857,1.6823296476175824,84.9133051878299,0.0,8.320660933402035,12.401103075984306,HARD_ACCEL
25.5,13.917669071176586,2.19324897288553,0.7801135721163031,0.0329723387083279,27.865828375484305,2.0021907571573374,80.56596102178547,0.0,8.194086421936234,12.391125676928889,HARD_ACCEL
25.6,13.930316667893107,2.425944746544853,1.927396546020484,0.0548692483339061,26.94806598266952,1.9344905521623927,86.40106199867166,0.0,8.668729667622312,12.301975575275858,HARD_ACCEL
25.700000000000003,13.941975960857883,2.3569249505373557,-0.3044926809195207,-0.025206437104307,26.223881351817923,1.8809300364196224,84.69189010863491,0.0,8.418800444715922,12.314121797432724,HARD_ACCEL
25.8,13.952633195936016,2.379763032429327,2.2187031888303927,0.0496814840587834,26.44371684179121,1.8952491956495692,85.2777622850436,0.0,8.380475408142669,12.35853301145394,HARD_ACCEL
25.9,13.962275323899853,2.340911406507233,3.1752783749102256,0.0713068898037073,25.80106653660852,1.847912746172801,84.31997061614061,0.0,8.263729253442534,12.283703661259256,HARD_ACCEL
26.0,13.970890011302645,2.3486136986042165,0.1443712580632045,-0.0203429329391257,24.33514542342249,1.7418464681731098,84.52458848092911,0.0,8.111875115250648,12.32511005595417,HARD_ACCEL
26.1,13.978465650773668,2.2801866506309616,1.5066008774398978,0.0101034007622011,26.11817002254716,1.868457574319081,82.82451817685717,0.0,8.580332008775263,12.357772155918637,HARD_ACCEL
26.200000000000003,13.984991370726444,2.2783859873686514,-0.3097083956248335,-0.0350879041252973,25.01275877804344,1.788543025518089,82.78863760323331,0.0,8.39450488880303,12.327666186613344,HARD_ACCEL
26.3,13.99045704447205,2.1696347239950544,0.9333801231325436,-0.0055835110375795,25.16369369444021,1.7986327118872043,80.07750796213723,0.0,8.49754689134276,12.300387134021063,HARD_ACCEL
26.4,13.99485329873014,2.4485797120383546,-0.6671513359258014,0.0140163455068026,25.748057225370427,1.8398233033072768,87.05728741918107,0.0,8.8428977314157,12.347028752247562,HARD_ACCEL
26.5,13.998171521530702,2.50947725205655,1.1716830716369433,0.0141684707939448,25.72231583321306,1.8375482679040869,88.58437143155673,0.0,8.825308594527637,12.28244013942068,HARD_ACCEL
26.6,14.000403869500026,2.302702484451686,1.652229922007619,0.0578261839033086,25.97812804660459,1.855527046844564,83.41812752859218,0.0,8.30410986645051,12.285621174386746,HARD_ACCEL
26.700000000000003,14.00154327452503,2.26824389218765,-0.348025821416158,-0.0168891654081679,27.60729684814564,1.971732423123347,82.5582578890263,0.0,8.478369226013456,12.396757162423194,HARD_ACCEL
26.8,14.00158344979038,2.139098135762457,1.5914442821399222,0.0897395208507686,25.789387624685684,1.8418907916498384,79.32967022376796,0.0,8.637918422733602,12.338444531863994,HARD_ACCEL
26.9,14.000518895183555,2.039267678860628,0.7014285016482138,0.0410911485095469,25.472171048052065,1.8193733559986105,76.83241842477267,0.0,8.481627271791542,12.302261619571713,HARD_ACCEL
27.0,13.998344902063364,2.252984195366711,0.9539905032771478,0.0124857542347335,25.25070144985467,1.8038347837916684,82.17228774705647,0.0,8.391802300157313,12.317601262012086,HARD_ACCEL
