time_s,speed_mps,accel_mps2,steering_deg,yaw_rate_rps,front_distance_m,ttc_s,throttle_pct,brake_pct,motor_current_a,battery_voltage_v,event_label
118.0,13.41440288488018,-0.2375388167416973,2.327009783740552,0.0764556286620044,3.966163572063513,0.2956645633876039,19.091693620289817,0.0,7.45372257697695,12.316179771386404,CLOSE_APPROACH
118.1,13.379528099209011,-0.3158555227945563,2.7242765421348096,0.0312649103166152,4.193859746502266,0.3134534877018722,17.084951269028707,1.9756656838366893,7.509716647478018,12.35481494761376,CLOSE_APPROACH
118.2,13.343812831137278,-0.4185253072272633,2.2655626002640603,0.051136959678536,4.416947445723121,0.3310108963321445,14.468205282910606,5.055759216817898,7.741749363946829,12.297167285198055,CLOSE_APPROACH
118.3,13.307277174771636,-0.394642591751404,2.411332090243593,0.0462387116947562,3.943490137362285,0.2963408731606252,15.014123250895189,4.339277752542121,7.39840796721322,12.285582055748131,CLOSE_APPROACH
118.4,13.269941796476886,-0.4628284577722099,2.540064295266202,0.0382572248907255,4.237236855930924,0.3193108847738799,13.257207070762387,6.384853733166298,7.20995838630212,12.362051786126848,CLOSE_APPROACH
118.5,13.231827918473716,-0.3829390139023355,2.898258076647366,0.0192210671650904,4.552680463188714,0.3440704104708356,15.201083738304812,3.988170417070065,7.718556652491484,12.323901117993916,CLOSE_APPROACH
118.6,13.192957301987772,-0.3561416211757654,2.4643095561178856,0.0554420472804521,4.325206862605863,0.3278421026917283,15.816599693388742,3.1842486352729624,7.482297029431677,12.34053250232088,CLOSE_APPROACH
118.7,13.153352229963646,-0.6578358189320268,3.2366964647402776,0.0982550261551655,3.714198711544322,0.282376587094147,8.218797648648433,12.235074567960805,6.93168835440122,12.36281998606356,CLOSE_APPROACH
118.8,13.113035489357896,-0.4537926785998415,2.23406015797226,0.0927262246015193,4.586430022720348,0.3497611233068455,13.263432720105016,6.113780357995247,7.104227113059223,12.418096752675252,CLOSE_APPROACH
118.9,13.072030353025472,-0.2348758270439855,2.4614091171768218,0.0564997340540337,4.161385376525403,0.3183426953688388,18.678946818136023,0.0,7.037893624495282,12.310858996269811,CLOSE_APPROACH
119.0,13.0303605612145,-0.3622755522823966,2.8220021448036885,0.0447514300912494,3.881832932713772,0.2979067934826175,15.435615978640383,3.368266568471898,7.4749709009839185,12.292764092324273,CLOSE_APPROACH
119.1,12.988050302684195,-0.4454846369615685,2.681220615415386,0.0761202742591383,3.8304040796515335,0.2949175580926043,13.296154499718664,5.864539108847055,7.305104873105171,12.353613049489072,CLOSE_APPROACH
