time_s,motor_temp_c,motor_current_a,bearing_vibration_g,battery_voltage_v,battery_internal_resistance_ohm,wheel_friction_index,health_score,failure_label
0.0,44.924684667700184,3.4270701124271072,0.1783070587915398,12.713914719912331,0.04626715714399256,0.11898677934618744,100.0,0
0.5,44.48068106099648,2.962131357149736,0.19579168255433924,12.674156950392904,0.045599406557331204,0.11423672980076471,100.0,0
1.0,45.644980208114305,3.3361255495149535,0.1716973969208496,12.741938507956943,0.04561083135679233,0.11822586555263928,100.0,0
1.5,45.481957998062256,3.3042030527370163,0.15870203425723417,12.70766824296333,0.04143614143507351,0.10990611552667513,100.0,0
2.0,45.49504095775339,3.225925218001118,0.16242159947584062,12.718537465528774,0.047533857299863,0.12246425092635227,100.0,0
2.5,45.58968144467283,3.333755569801325,0.15988178405951672,12.691199972683162,0.044675176298439756,0.12015078761381356,100.0,0
3.0,44.342770162951595,3.3859672671994394,0.1950840586007255,12.684074826484077,0.04205550898420967,0.12441885729204127,100.0,0
3.5,44.420792142513996,3.3894446396064666,0.1791474164337753,12.677258853735157,0.04364671095068564,0.11945025370175552,100.0,0
4.0,44.330343971013015,3.371585770359375,0.18409335020755255,12.70987994935385,0.046520542858119095,0.11808913423945229,100.0,0
4.5,43.957572345855986,3.4050453994745835,0.1748878754960072,12.659990050492926,0.0429998423296784,0.12544467508356832,100.0,0
5.0,46.330005837499996,3.1286680304654055,0.1829431170615366,12.676318429068683,0.04760258828905642,0.11667328479945911,100.0,0
5.5,45.772942016956385,3.2245180124347854,0.17063824578601705,12.675137975009523,0.04303446614802148,0.12247727183022947,100.0,0
6.0,44.88805114308186,3.2135388552956208,0.1833068788217812,12.713061524319366,0.04380126748205597,0.1191902148001688,100.0,0
6.5,45.49819530488042,3.2982722380370557,0.19180870146832124,12.704200987234271,0.04308246861817228,0.12080946336394383,100.0,0
7.0,45.59530105920643,3.1355444252352886,0.19281422501423265,12.692939754732302,0.04442887911938517,0.11941108106092135,100.0,0
7.5,44.97932826763811,3.248387056458153,0.18125872894048026,12.681628942883856,0.04434949629166804,0.12341428936417491,100.0,0
8.0,44.884574384434565,3.4970812979265196,0.20058464798252515,12.741332486089126,0.04548976445413251,0.12296288495841107,100.0,0
8.5,44.508280235594945,3.2087998372008113,0.15620646714831657,12.718604780642208,0.042595333150668706,0.11812306220308322,100.0,0
9.0,45.911941004498594,3.4289566649411527,0.1626036003515797,12.704870551662868,0.04586554414953167,0.11929920117552104,100.0,0
9.5,45.05950528115164,3.3195702859023926,0.17661884193432106,12.703957794167534,0.046208361983446765,0.12169128083823826,100.0,0
10.0,44.03368107349315,3.334866876854209,0.17284477436552914,12.687640811863169,0.045205727915897206,0.12033808037730392,100.0,0
10.5,45.96861091768623,3.1256617704358978,0.16202169934088745,12.68089306451825,0.04431041119940878,0.12410291783305925,100.0,0
11.0,46.65471573953146,3.5290506683303366,0.1866565097635115,12.675355211202303,0.04192209729554297,0.12668169400887458,100.0,0
11.5,44.778862705459325,3.2513753853370666,0.20137369633486416,12.729726721313547,0.04331208498385769,0.11951337834444839,100.0,0
12.0,44.250785838336256,3.460730754404795,0.1574112165338975,12.70515017649464,0.04403333879733637,0.11977421622478457,100.0,0
12.5,46.66825336208789,3.569890974163633,0.17619084248689995,12.726485761686812,0.04537966297620864,0.12182639480412187,100.0,0
13.0,46.01694646747329,3.2844309350661045,0.18843334016145985,12.70838903195286,0.04698684772280404,0.11634483610638637,100.0,0
13.5,46.04216432660346,3.3691553095099223,0.19985083310620716,12.671836199315347,0.046093072405367176,0.1223302213024593,100.0,0
14.0,45.8655925694341,3.3845817254725796,0.1695263873883419,12.753394621549987,0.044109817338416644,0.11906360676412106,100.0,0
14.5,45.83873176916828,3.1660939871865845,0.20563116441309062,12.672129681156328,0.04445870047648444,0.11630941613209057,100.0,0
15.0,45.262470051207856,3.469730753845058,0.19226993624921201,12.701235333893882,0.041723113681026956,0.12192652401380419,100.0,0
15.5,44.33812339695887,3.3020287146087886,0.1829216854425049,12.697312174339494,0.041525695011632224,0.12154370713280165,100.0,0
16.0,46.68515636556891,3.377336494981254,0.16877628262708538,12.650505854957622,0.04263744047033038,0.12074750598878564,100.0,0
16.5,44.65454816469152,3.0607711906496924,0.18797941336923127,12.678959247237605,0.04507219147661337,0.12181406122219517,100.0,0
17.0,46.65443020873386,3.1868748394789304,0.19800592712678194,12.749152757604685,0.04555805351135734,0.12739039781253655,100.0,0
17.5,44.815827161228434,3.4341697686146677,0.17972295799910676,12.668706695732252,0.0468361778536269,0.12473594152371985,100.0,0
